Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Czech Republic,CZE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4019.5,4091.7,4179.3,4192.7,4132.7,3968.1,4346.6,3906,4508.6,4324,3940.8,5443.6,4741.6,4159,4522,5362.8,5073.9,4695.8,5592.6,4529.5,5309.3,6219.8,5880.6,6317.3,5497.9,
Germany,DEU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2417.4,2962.2,2925.2,3120.8,2852.2,2878,3483.3,3619.6,3447.5,3179.6,3788.6,3770.2,3873.4,4178.8,3864.4,3495.7,3885.2,4285.2,4108.3,4227.6,4161.6,4568.3,4362.6,5036.6,5072.7,5084.8,4898.4,5173.7,5203.6,5411.1,5986.1,5335.6,5711.7,5826.2,6107.8,6282,6484.9,6330.2,6699.9,6452.9,7055.2,6251.5,5764.5,7355.3,6723.2,6486.6,6182.9,7118.8,7201.4,6685.2,6458.3,6964.9,7318,8050.3,7497.8,7182.1,7269.9,
Djibouti,DJI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2333.3,1750,1666.7,1500,1538.5,1333.3,1666.7,1643.3,1647.3,1651.9,1657.5,1666.7,1683.3,1704.7,1726,1769.4,1833.3,1714.3,1666.7,1666.7,1658.7,1500,1666.7,1738.2,1780.6,1816.7,1848.3,1879.3,2000,2000,1933,1904.7,1921.8,1935,
Dominica,DMA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1181.8,1181.8,1217.4,1217.4,1250,1250,1280,1280,1230.8,1230.8,1259.3,1259.3,1285.7,1285.7,1266.7,1333.3,1333.3,1333.3,1419.4,1437.5,1424.2,1411.8,1388.9,1352.9,1333.3,1200,1384.6,1333.3,1333.3,1363.6,1340.2,1339.9,1333.3,1341.3,1344.2,1347.3,1350.4,1353.8,1357.2,1357.3,1359.2,1364.1,1333.3,1377.5,1357.1,1404.7,1448.3,1437.7,1436.8,1416.7,1400,1666.7,1666.7,1624.1,1645.8,1692.3,1722.9,
Denmark,DNK,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3383.5,3750.6,3505.7,3963.4,3890.6,3714.4,3756.9,4026.4,3975.6,3583.8,3999.7,3977.2,3765,4190.1,3635.7,3302.4,4050.9,4060.5,4156.1,3892.5,4071.4,4521.3,3757.5,5555.4,4970.8,5049,4792.6,5084.2,5632.3,6117.9,5911.6,4314.2,5677.6,5530.6,6291.2,6052.6,6207.2,6100.1,5862.1,6216,6126.6,5761.8,6096.6,6013.1,6153.4,5778.4,5675.8,6017.4,6779,5875.9,5886.5,6309.7,6316.6,6752.1,6884.7,6222,6916.5,
Dominican Republic,DOM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1758.3,1788.6,1842.8,1990.2,2057.7,2196.3,1970.1,1948.9,2162.6,2378.5,2653.8,2892.6,3025.1,3208.7,2377.4,2603,2568,2780.1,2922.5,3005.1,3145.4,3753.9,3966,3463.7,3617.2,3754.8,3705.8,3499.2,3726.2,3996.2,3979.6,6090.2,4015.2,3636.7,3856.3,3835.6,3950.7,3635.3,3983.1,4159.3,4304.8,4343.4,4000.8,3824.8,3808.6,4262.9,4368.1,4468.8,3954.3,4436,4605.6,3747.7,4031.5,3020,3101.5,3152,3153.5,
Algeria,DZA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,346.2,814,803.8,530.2,606.3,403.9,631.4,705.2,614.9,637.5,587.8,671.7,493.7,497.9,845.2,690.5,410.9,586.1,561.5,760.4,646.2,593.3,579.5,547.4,912.5,837.2,759.9,574.1,760.4,687.7,1114.6,943.3,741.7,749.4,829.5,1337.8,779.8,846.3,1069.9,883.3,1106.9,1058.6,1470.3,1344.1,1500.8,1503.7,1253.5,1034,1653.9,1474.3,1643.3,1677.6,1813.1,1369.2,1400.2,1020.4,990.7,
East Asia & Pacific (excluding high income),EAP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1288.195008,1393.912448,1525.22475,1612.131139,1692.963408,1776.718878,1828.528526,1849.898099,1859.297337,2051.817859,2088.373022,2026.09991,2163.012995,2250.018361,2314.103415,2367.274549,2311.007888,2548.902624,2739.154605,2705.368419,2834.632353,3129.878268,3305.772888,3491.874668,3398.362552,3458.045694,3516.751372,3484.186542,3575.548036,3793.784883,3776.448858,3867.693923,4005.532961,3981.602111,4064.261923,4239.541317,4191.838362,4291.345817,4288.010671,4195.935282,4246.621805,4327.381974,4327.771006,4549.974502,4603.999469,4685.050442,4718.16798,4893.021284,4847.83046,4911.530084,5050.353613,5167.612412,5220.369842,5252.06531,5323.336044,5357.25143,5377.456101,
Early-demographic dividend,EAR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1070.494319,1094.107474,1134.425045,1146.033405,1065.795154,1078.816639,1190.360933,1193.856312,1238.871909,1291.794249,1329.272062,1307.496978,1326.178081,1340.908673,1462.949726,1446.740482,1532.749255,1600.882374,1524.258813,1627.700349,1731.71746,1709.145633,1771.877297,1806.510574,1859.79016,1889.055372,1870.1875,1989.048295,2031.252809,2092.799789,2136.860414,2203.778943,2286.242222,2251.344616,2250.122561,2323.534144,2371.272841,2439.951511,2467.167734,2546.257305,2576.19984,2543.8996,2641.505396,2663.145264,2769.616298,2800.477461,2895.192313,2961.899696,2953.212452,3043.435619,3143.255374,3212.459566,3276.180894,3288.152183,3297.649361,3394.862261,3516.861531,
East Asia & Pacific,EAS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1415.8106,1512.854023,1628.774238,1710.979884,1759.269805,1865.101746,1874.339716,1925.348323,1920.246987,2098.62718,2117.458689,2048.437955,2193.019136,2282.974626,2347.530654,2382.551417,2302.963344,2570.953385,2713.876351,2604.470404,2755.566024,2964.366082,3175.934004,3355.216776,3260.097228,3335.274915,3392.457836,3388.583363,3477.832493,3674.858543,3663.057617,3755.666377,3853.056177,3826.68459,3909.362452,4071.049632,4020.482476,4091.149646,4108.269051,3998.38226,4034.194695,4127.425505,3983.948637,4275.374072,4273.059747,4412.013517,4335.41031,4497.971626,4492.860457,4558.222055,4749.016213,4864.942689,4898.750097,4954.156445,5016.870251,5070.743015,5123.245486,
Europe & Central Asia (excluding high income),ECA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1231.760684,1302.186129,1457.666737,1389.518846,1475.850146,1677.772001,1691.634026,1549.567608,1638.781181,1574.525474,1958.199914,2033.870225,1791.45976,1761.482648,2044.936949,2380.317858,2287.447572,2305.177479,2374.608301,2370.521558,2297.119957,2618.899046,2340.234724,2571.411097,2359.66056,2617.431467,2475.819735,2670.501825,2380.40775,2596.569032,2671.462523,1907.629634,1874.965623,1684.258316,1611.449087,1590.741449,1974.703353,1691.026076,1810.118892,1741.957543,2116.34364,2128.156837,1958.5355,2233.41425,2170.11553,2195.621148,2058.784055,2542.990606,2452.469535,2220.654541,2718.554349,2244.36911,2721.178744,2848.157275,2792.84413,2981.08495,3144.975421,
Europe & Central Asia,ECS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1813.676125,1974.743635,2014.322105,2056.881914,2157.240612,2186.417039,2412.417602,2404.674747,2440.933351,2337.104754,2751.646246,2794.717702,2817.814931,2920.079915,2831.758836,2840.282373,2989.743698,3228.276119,3109.566562,3321.692993,3193.75699,3482.867966,3326.36151,3925.635094,3693.448104,3695.547464,3692.349173,3853.004012,3827.612017,3918.609534,4092.996908,2574.587098,2620.675074,2510.07452,2535.632838,2706.139075,2932.129767,2923.059633,2944.086729,2890.760163,3086.241249,3142.784764,2900.532453,3392.46472,3171.45899,3124.226681,3058.249069,3547.180895,3432.195639,3289.516787,3583.998496,3278.561068,3651.334394,3883.399325,3778.063723,3784.987168,3928.309163,
Ecuador,ECU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1010.7,925,986.5,768.7,958.8,1007.2,893.2,823.3,1074,1093,961.9,922.1,1229.2,1283.2,1414.4,1352.7,1368.5,1377,1492.3,1639.6,1768,1880.1,1566,1851.3,1929.3,1379.6,1519.8,1708.4,1756.1,1723.6,1704.2,1768.6,1951.6,2075,1984.3,2029.3,2058.7,1954.9,2123.1,2306,1899.4,2434.6,2617.3,2922.2,2841.6,2830,3144,2980.3,2965.5,3106.2,2605.8,3258.8,2911.5,3526.7,4323,3790.7,3414.3,
"Egypt, Arab Rep.",EGY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2905.7,3259.6,3312.8,3330.1,3775.6,3565.5,3557.3,3627.1,3716.6,3911.8,3911.5,3951.3,4080,3840.4,3978.1,3941.1,3923.8,4019.3,3964.2,4094.5,4100.5,4203.7,4321.1,4347.5,4539.2,4696.2,4891.6,5028.8,5337.7,5702.9,5613,5898.5,5995.1,5861.1,5903.7,6499.1,6605.5,6797.4,7166.6,7280.1,7099.4,7445.6,7515.4,7556.2,7536.9,7500.2,7418.5,7452.2,7158.3,6504.3,7246.3,7269,7285.3,7085.1,7117.7,7249.3,7310.8,
Euro area,EMU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1951.519916,2207.960006,2202.523799,2274.638315,2339.348306,2325.856189,2707.635723,2739.587217,2741.742161,2625.486119,3065.707111,3070.06056,3184.077848,3261.511044,3140.569004,2954.966626,3231.991662,3587.169991,3458.579589,3776.344738,3524.540871,3773.665452,3687.475816,4443.380555,4315.500143,4091.781606,4240.9469,4507.360252,4428.853472,4490.141276,4815.111762,4394.797583,4669.621748,4635.896994,4559.658465,5176.103404,5041.508992,5299.111461,5171.013544,5367.810085,5226.567669,5367.224093,4795.412994,5869.79971,5222.685466,5245.316608,5318.52594,5772.398159,5692.456892,5511.310733,5618.274101,5588.31451,5839.817305,6098.087595,5990.020031,5445.369918,5605.056685,
Eritrea,ERI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6,767,416,264.9,265.5,959.7,746.6,377.2,637.1,158.2,261,275.3,758.2,798.5,938.5,252.2,500.1,511.7,649.1,689.4,669.8,665.3,639.8,641.4,642.8,
Spain,ESP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1082.5,1278.7,1303.1,1178.5,1250.7,1327.6,1480.6,1569.1,1558.1,1380.3,1840.5,1611.1,1595.1,1765.6,1974.3,1766.2,1925.2,2174.7,1907.8,2479.9,1571.3,1764.3,1851.1,2772.1,2762.2,2143.1,2626.8,3017.9,2491.5,2484.5,2488.9,1955,2717.4,2348.3,1729.7,3303,2764.4,3395.9,2705.2,3603.3,2804.7,3222,3250.7,3750.1,2159.3,3028.2,3933.9,3573.5,2944.8,3291.5,3691.8,2842.5,4047.1,3246.6,3240.2,3862.5,2769.4,
Estonia,EST,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.8,2161.3,1597.1,1687.4,2178.5,1992,1627,1251.3,2114.7,2037,2024,1921.7,2330.3,2694.4,2209.9,3009.1,2792.8,2760.5,2464.2,2598.9,3412,3135.6,3669.6,4381.6,2658.4,3967.3,
Ethiopia,ETH,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,974.4,1033.5,1213.6,1263.9,1140.9,1124.6,1116.3,1198,1353.7,1123.3,1162.6,1361.4,1563.3,1439,1446.3,1682.5,1832.8,1961.6,2046.8,2193.1,2325.4,2556.1,2484,2538.2,
European Union,EUU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1977.641387,2143.267665,2151.33574,2245.600973,2365.229674,2375.496653,2640.452155,2644.846626,2679.940767,2568.603455,2997.687564,3074.760926,3138.754016,3257.98369,3096.091954,3062.700861,3251.448589,3524.369898,3375.367897,3631.099948,3483.388987,3807.038834,3645.590667,4343.650291,4085.643549,4048.489892,4045.998634,4221.349622,4291.814032,4311.767109,4530.436126,3900.330409,4103.102969,4124.087156,4257.472918,4540.225325,4599.268447,4648.209691,4654.890938,4548.21684,4640.689662,4735.280026,4293.89363,5329.425448,4831.976143,4695.775451,4597.974781,5229.554228,5075.478553,5024.440297,5164.666934,4896.465212,5325.18839,5720.964469,5513.2544,5286.904332,5513.375524,
Fragile and conflict affected situations,FCS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,943.0492035,1001.653226,956.8742126,989.9851889,1003.357416,935.6826696,1041.598894,1078.823212,1110.337851,1004.809112,1079.531186,1153.759036,1029.070436,1136.721975,1095.331205,1129.88037,1082.01864,1159.350491,1137.718362,1334.955841,1445.904542,1336.585685,1263.075021,1291.673306,1398.006823,1386.839588,1283.325506,1398.541688,1196.603529,1257.755766,1227.661707,1219.8614,1334.280114,1354.809708,1350.608926,1469.674918,1367.848448,1446.143447,1448.812769,1417.868805,1537.563255,1563.795022,1631.268995,1667.698314,1608.471564,1760.589951,1764.038577,1707.037155,1920.764709,1827.031504,1725.17613,1634.476212,1513.674246,1505.162237,1597.523862,1520.670772,1591.737553,
Finland,FIN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1883.4,1363.6,1799.2,1581.3,2007.9,1780.6,1990.7,2082.1,2286.3,2396.6,2568,2460.5,2241,2183.3,2625.4,2951.8,2431.4,2446.7,2636.8,2823.4,2072.9,2922.3,3180.1,3059.2,2904.3,2941.4,1920,2326.8,3190.2,3543.1,3347.7,2845.8,3606.5,3587.2,3409,3438,3410.1,2402.8,2541.2,3498.7,3164.4,3295,3178,3210.6,3422.9,3293.8,3654.7,3542.3,3760.4,3135.3,3521.7,3533.6,3689.5,3691.6,3614.3,3573.9,3958.5,
Fiji,FJI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1761.1,1765.2,1811.7,1785.4,1783,1726.3,1756.7,2040.7,1841.6,1865.3,1920.4,1938.1,2059.7,1935.5,2240.8,2302,1930.1,1854.4,2017.7,1925.6,2069.5,2118.5,1844.7,2140.5,2408.2,2181.8,1922.8,2378.2,2370.6,2181,2316.8,2154,2275.5,2301,2651,2105,2213.3,754.4,2706.3,2433.7,2341.6,2379.8,2338.9,2352.8,2349.2,2283.5,2652.4,2266.1,2819,2871.1,2821.3,2423.4,2999.5,3513.9,3406.4,3365.7,3001.3,
France,FRA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2275.9,2689.7,2769.4,2823.4,3106.5,2908.1,3476.7,3570.9,3532.1,3374.4,3875.5,4168.7,4407.5,4179.3,3696.6,3440.8,4051.4,4630.5,4516,4854.2,4729.1,5007.5,4949.9,5976.8,5742.8,5301.6,5706.2,6080.8,6099.1,6082.6,6536.2,6485.4,6512.6,6542.6,6456.5,7082.4,6890.3,7415.4,7260.4,7231.5,6729.2,7453,6125.3,7518.7,6965.4,6800.5,6520.6,7252.8,7412.4,7068.6,6919.3,7254.5,7084.8,7556,7570,5686.6,6875.2,
Faroe Islands,FRO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.4,1208.9,1206.1,1213.2,1193.5,1217.9,1220.9,1224,1227.3,1230.8,1234.7,1238.9,1243.5,1254.6,1272.2,1287.4,1192.9,1366.1,1421.4,1475.2,1528.1,1674.3,1673.8,1610.9,1619.2,1638.1,1661,
Gabon,GAB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1587.2,1513.9,1598.1,1594.3,1602.6,1512.8,1514.9,1503.6,1502.3,1465.5,1463.6,1511.1,1534,1494.3,1396.4,1486.7,1511.7,1503,1554.4,1525.4,1456.5,1500,1523.8,1545.6,1453.2,1473.8,1580,1615.1,1459.4,1588.2,1701.5,1550,1588.5,1658.4,1557.7,1591,1562.4,1583.7,1599.1,1630.3,1541.5,1449.4,1538.1,1559.8,1569.9,1580,1667.1,1611.4,1589.1,1595,1596.1,1600.6,1600.4,1599.9,1600.1,1600.2,1601.1,
United Kingdom,GBR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3176.5,3683.5,3484.3,3734.7,3750.1,3544.7,3828.7,3446.5,3670.8,3568.9,3926.2,4083.1,4077.7,4369.1,3812.4,3599.2,4513.3,4522.5,4497.2,4944.2,4933.1,5439,5377.5,6590.9,5592.1,6083.1,5506.1,5399.4,5866.7,6170.9,6466,6326.9,6428.6,6556.8,6872.6,7299.9,6695.8,6661.4,7043.3,7164.8,6291.1,7076.9,7032.8,7031.8,7196.5,7278.6,6632.3,7420.2,7029.6,6953,6984.7,6215.1,6631.6,7696.5,7980.9,7022.6,7229,
Georgia,GEO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.2,1768,2015.6,2150.9,2492.9,2203.5,1592.8,2110.2,1369,2012.2,1860.1,2136.9,2003.4,2011.6,1583.8,2114.5,2090.4,1907.8,1271.4,2201.3,2186.4,2200.6,2032.8,1959.7,2517.2,1979.4,
Ghana,GHA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,816.4,809.6,788.2,777.6,809.2,1088.7,916.1,859.3,824.8,858.2,860.7,867.1,863.7,957.1,834.3,816.7,832,837.2,844.2,717.8,860,764,517.4,840.1,890.7,984.8,938.6,1095.8,1012.9,989.2,1220.8,1042.1,1340.2,1327.5,1354.1,1389.2,1321.7,1333.8,1297,1309.2,1186.1,1349,1396.4,1373.3,1432.3,1334.5,1317,1598.1,1659.8,1814.3,1594.2,1768.1,1688.8,1703.4,1830.3,1842.4,1872.9,
Gibraltar,GIB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1340,1368.7,1256.7,1363.8,1303.7,1392.6,1409.7,1411.5,1412.4,1407.9,1435.1,1442.1,1437.5,1436,1439.5,1454.7,1437.4,1408.9,1434.5,1432.5,1450.8,1440.3,1456.6,1473.9,1501.5,1517.2,1528.6,1536.9,1492.8,1455.1,1421.9,1392.6,1405.3,1422.3,1454.8,1458.9,1463.2,1468.2,1473.7,1492.1,1483,1487.2,1484.8,1491.3,1495.6,1502,1514,1464.7,1484.3,1184.7,1226,1152.2,1189.6,1119.8,1114.4,1143.6,1167.1,
"Gambia, The",GMB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1075.3,1080.5,1039,1087.7,1064,1011.1,960.3,1040.4,1016.4,1109.1,1112.4,1042.3,1056.1,1043,990.7,813.3,805.8,1093.6,1197,1325.1,1329.4,1230.9,1251.4,1434.5,1262.4,1276.2,1117.7,1196.6,1112.9,1003.9,1108.3,1230.9,1181.5,1155.2,1028.3,1095.8,934.2,1027.9,1293,1295.8,1283.8,960.3,1199.7,1170.8,1040.3,1026.4,800.3,977.2,1051.7,1129.4,868.5,910.3,959.8,746.6,826.2,876.6,847.9,
Guinea-Bissau,GNB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,814.4,787.1,792.1,620.8,760,778.9,844.3,901.3,688.4,797.1,665.4,726.6,664.5,618.3,758.2,785.7,701.5,623.9,637.8,699.2,795.2,687.3,675.7,885.5,1244.1,1375.2,1530,1769.4,1520.7,1530.7,1614.5,1441.7,1431.6,1394.8,1402.2,1366.5,1110.3,1145,1038.2,1097,1004.9,1067.3,1075.9,1164,1325.6,1412.6,1346.1,1490.3,1626.7,1717.6,1581.6,1504.3,1391.3,1388.3,1414.1,1550.8,1563.8,
Equatorial Guinea,GNQ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1265.6,1380,1291,1627.5,1652.6,1823.8,1950.1,1521.6,1717,2113.1,2142.5,2189.9,2201.9,2440.2,2424.5,2608.1,2061.6,2798.1,2635.8,3321.9,3312.5,3455,2929.5,3596.1,3015.6,3602.8,3714.5,3862.7,4022,3035.8,4124,3606.8,3553.2,3886.8,3751,3710.3,3799,3581.1,3648.8,3868.8,3847.6,3747.2,3693.6,4017.4,4049.8,3918.9,3929.9,4515.8,4266.2,4064.9,4344.1,4206.7,4393.3,4287.7,4251.5,4028.5,3764,
Grenada,GRD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,873,873,873,873,873,871,871,871,883.3,883.3,877.2,865.4,855.6,769,878,911.1,906.3,908.2,907.6,894,1044.4,900,949.3,949.3,951.2,980,1000,1008,1003.9,992.3,1113.2,1021.2,989.7,991.4,983.3,1000,1000,1004.6,1004.3,1002.8,1001.8,997.1,999.6,1000.6,984.4,1000,1000,1005.6,1007.1,1008.4,1009,1028.6,1000,1001.7,1005.4,1006.9,1006.5,
Greenland,GRL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,822.1,871.5,856.3,912.5,960.5,901.6,875.7,1010.5,1046.9,1175.5,1142.3,1210.9,1631.6,1421.8,1639.8,1330.3,1323.3,1514.3,1760.4,1448.8,1524.1,1707.8,1874.3,1613.1,1659.6,1779.4,1608.8,1885.2,2042,1997.6,1810,1839.6,1813.6,1894.5,1912,1785.7,1491.9,1682.2,1741.2,1776.4,2038.8,2017.2,2053.7,2117.1,2311.9,2514.1,2305.8,2010.6,1983.3,1996.6,2000.4,2036.7,2082.4,2092.4,2115.7,2152.3,2172.4,
Guam,GUM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2200,2200,2340,2700,2666.7,2500,2500,2800,3100,2300,2500,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3666.7,3500,3400,2857.1,2500,2222.2,2000,2100,1573.9,1613.9,1653.8,1693.7,1733.7,1773.6,1813.5,1853.5,1893.4,1916.6,1958.4,2000,2026.4,2061.5,2097.5,2000,2333.3,2271.1,2313.7,2356.2,2398.7,2500,2500,2539.5,2585.5,2606.5,2648,
Guyana,GUY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2013.8,2217.1,2017.9,2010.6,2052.9,2030.8,1898.5,1531.3,1688.9,1887.2,1821,1971.2,1821.1,2421.4,2173.2,1760.5,2577.5,2633,2651.9,2953.3,3116.3,3060.8,3221.5,3078.7,3261.5,3247.1,3189.2,3006.5,3320.7,2980.4,3285.6,3438.1,3258.4,3664.2,3899.1,3958.1,3964,4003.3,3791.2,3799.2,3947.9,4084,4155.5,4216.6,3861.4,4523,4222.2,4161.5,4345.5,4165.4,4343.9,4465.4,4936.7,3394.7,3567.4,3515.6,3619.8,
High income,HIC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2107.802397,2300.934837,2357.472276,2304.517698,2478.125782,2511.792039,2591.623685,2632.916882,2763.561076,2687.59314,3022.817931,3044.629599,3061.332819,2853.665452,3004.835985,2988.709664,3129.227054,3447.85895,3469.470639,3227.630078,3464.92549,3559.985024,3167.930348,3765.362152,3858.480055,3862.264601,3840.118769,3479.639333,3838.232474,4033.862185,4007.927653,4210.731013,3873.387433,4360.159261,4027.701703,4371.609141,4348.121475,4614.142682,4618.176555,4610.465938,4559.374246,4525.116353,4442.586439,5220.711277,4901.04181,4827.678554,4951.750306,5092.695288,5261.504344,5260.373412,5274.78803,4888.897721,5592.236094,5831.41614,5744.565245,5970.155322,6001.574999,
"Hong Kong SAR, China",HKG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2016.8,1720.1,1840.8,1396.2,2436.2,1756.3,1933.1,1778.7,2365.4,2366.9,2288.8,2056.8,2226.5,1615.9,1792.4,1886.3,1882.7,1881.7,1515.2,2121.2,1500,1538.5,1333.3,2181.8,2500,2200,1250,3000,3000,2000,,,,,,,1922.6,1924.5,1929.2,1923.3,1905.8,1989.9,1989.8,1989.8,1989.9,,1985.4,1975.2,2000.4,2000.4,2000.4,2000.4,2000.4,2000.4,2000.4,2000.4,2000.4,
Honduras,HND,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1051.2,1077.6,1102.4,1129.2,1156.9,1211.6,1209.4,1209.3,1209.1,1209.2,1209.5,1210,1140.2,1215.3,1093.4,1000.7,924.8,952.2,1000.2,1131.7,1377,1282.3,1442.3,1343.8,1433,1363,1563.2,1289.4,1424.6,1468.5,1316.9,1328.5,1328.6,1310.8,1540.4,1579,1570,1089.9,1170.2,1368.1,1447.1,1341.8,1533.4,1388.1,1506.5,1522.3,1682.7,1680.5,1727.2,1660.3,1711.5,1646.9,1667.9,1724.8,1742,1759.1,1775.4,
Heavily indebted poor countries (HIPC),HPC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,811.4459575,820.2999481,808.639785,842.8032958,821.6326032,830.3063214,868.1641492,857.2507148,885.7325958,842.8436728,851.7838962,847.8798214,879.7298911,906.4722445,953.9120943,930.9034811,904.6783998,936.9290011,933.429882,917.9156536,945.1532352,936.0149819,923.0030424,925.8246948,1006.987741,983.5171378,964.7649397,994.9241942,988.0197955,906.7091406,947.4454035,850.2286062,1006.697583,901.2061276,995.0690622,1059.320555,1014.54831,1033.724119,1088.365315,1021.833332,1075.379494,1104.926644,1069.918591,1086.74542,1137.033905,1204.051632,1212.547026,1215.294028,1338.260764,1383.972793,1339.772938,1368.644595,1304.886153,1362.223746,1428.021414,1364.428466,1414.527248,
Croatia,HRV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.1,4255.7,4136.9,4365.7,4507.8,5007.9,4669,4604.2,4114.8,4840.3,5316.2,3601,5408.9,5592.8,5420.2,4558.1,6639.1,6109.8,5456,5220,4573.6,5444.9,6027.8,5695,6690.9,5714.7,
Haiti,HTI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1031,1043,1055.2,1056.6,1071.7,1075.8,1091.9,1049.7,1112.5,1097.3,1117,1148.7,1066.4,1175.4,1117.7,1238.9,918.8,803.9,964.6,1016.2,1046.7,1039.6,1044.3,1041.1,1009.7,991.2,969.7,957.7,972.3,1026.7,987.7,976.1,949.2,923.9,925.8,974,1004.1,913.6,969.4,931.8,826.5,920.4,920.8,933.8,956.8,962.9,959.8,961.1,994.6,977.5,980.7,1077,1059.9,1006.8,1008.7,1042.7,1126,
Hungary,HUN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1857.5,2042.3,2041.6,2111.7,2320.6,2401.7,2491.5,2576.3,2986,2538.2,3132,3339.8,3593.6,3825.8,3902.7,3686.2,4106.5,4460.4,4131.9,4806.1,4619.6,5177.9,4734.3,5401.2,5158.8,4960.8,4980.3,5224.6,5472.8,4520.8,5486.2,3646,3085.3,3968.8,4064.1,3999.6,4785.7,4554.2,4706.2,3632.7,4884.9,3963.2,3038.9,5589.9,5526.6,5097.3,3492,5800.2,4715.2,4719,5105.1,3761.1,4831.5,5897,5243.4,6486.6,5778.9,
